Num1,Sign,Num2,Equals,SIGN_ADD,SIGN_SUB,SIGN_MULT,SIGN_DIV
43,-,92,-49,0,1,0,0
68,*,62,4216,0,0,1,0
68,/,40,1.7,0,0,0,1
71,+,25,96,1,0,0,0
40,-,10,30,0,1,0,0
20,*,98,1960,0,0,1,0
65,/,39,1.666666667,0,0,0,1
13,+,9,22,1,0,0,0
48,-,58,-10,0,1,0,0
49,*,22,1078,0,0,1,0
98,/,63,1.555555556,0,0,0,1
89,+,87,176,1,0,0,0
74,-,53,21,0,1,0,0
43,*,85,3655,0,0,1,0
38,/,94,0.404255319,0,0,0,1
11,+,75,86,1,0,0,0
79,-,74,5,0,1,0,0
75,*,39,2925,0,0,1,0
58,/,48,1.208333333,0,0,0,1
5,+,58,63,1,0,0,0
100,-,80,20,0,1,0,0
23,*,99,2277,0,0,1,0
44,/,45,0.977777778,0,0,0,1
89,+,50,139,1,0,0,0
7,-,97,-90,0,1,0,0
32,*,19,608,0,0,1,0
98,/,61,1.606557377,0,0,0,1
21,+,82,103,1,0,0,0
56,-,88,-32,0,1,0,0
86,*,35,3010,0,0,1,0
86,/,88,0.977272727,0,0,0,1
24,+,84,108,1,0,0,0
3,-,90,-87,0,1,0,0
99,*,30,2970,0,0,1,0
42,/,57,0.736842105,0,0,0,1
97,+,35,132,1,0,0,0
23,-,38,-15,0,1,0,0
5,*,47,235,0,0,1,0
97,/,51,1.901960784,0,0,0,1
52,+,54,106,1,0,0,0
28,-,14,14,0,1,0,0
33,*,22,726,0,0,1,0
42,/,16,2.625,0,0,0,1
26,+,31,57,1,0,0,0
9,-,54,-45,0,1,0,0
6,*,34,204,0,0,1,0
30,/,61,0.491803279,0,0,0,1
3,+,41,44,1,0,0,0
43,-,70,-27,0,1,0,0
63,*,14,882,0,0,1,0
11,/,21,0.523809524,0,0,0,1
22,+,76,98,1,0,0,0
72,-,59,13,0,1,0,0
48,*,82,3936,0,0,1,0
18,/,6,3,0,0,0,1
48,+,42,90,1,0,0,0
67,-,77,-10,0,1,0,0
69,*,17,1173,0,0,1,0
20,/,32,0.625,0,0,0,1
45,+,55,100,1,0,0,0
70,-,51,19,0,1,0,0
37,*,76,2812,0,0,1,0
47,/,67,0.701492537,0,0,0,1
25,+,83,108,1,0,0,0
44,-,88,-44,0,1,0,0
82,*,87,7134,0,0,1,0
53,/,73,0.726027397,0,0,0,1
63,+,37,100,1,0,0,0
92,-,92,0,0,1,0,0
31,*,62,1922,0,0,1,0
3,/,2,1.5,0,0,0,1
20,+,92,112,1,0,0,0
71,-,26,45,0,1,0,0
16,*,1,16,0,0,1,0
20,/,47,0.425531915,0,0,0,1
60,+,22,82,1,0,0,0
97,-,50,47,0,1,0,0
33,*,22,726,0,0,1,0
4,/,47,0.085106383,0,0,0,1
78,+,52,130,1,0,0,0
79,-,83,-4,0,1,0,0
30,*,31,930,0,0,1,0
13,/,1,13,0,0,0,1
48,+,43,91,1,0,0,0
73,-,21,52,0,1,0,0
93,*,85,7905,0,0,1,0
11,/,48,0.229166667,0,0,0,1
55,+,56,111,1,0,0,0
68,-,99,-31,0,1,0,0
18,*,99,1782,0,0,1,0
1,/,92,0.010869565,0,0,0,1
94,+,2,96,1,0,0,0
43,-,66,-23,0,1,0,0
89,*,42,3738,0,0,1,0
73,/,8,9.125,0,0,0,1
65,+,81,146,1,0,0,0
47,-,43,4,0,1,0,0
78,*,95,7410,0,0,1,0
51,/,99,0.515151515,0,0,0,1
79,+,17,96,1,0,0,0
30,-,25,5,0,1,0,0
26,*,91,2366,0,0,1,0
25,/,31,0.806451613,0,0,0,1
10,+,14,24,1,0,0,0
21,-,11,10,0,1,0,0
22,*,16,352,0,0,1,0
4,/,64,0.0625,0,0,0,1
16,+,98,114,1,0,0,0
71,-,49,22,0,1,0,0
12,*,2,24,0,0,1,0
20,/,17,1.176470588,0,0,0,1
95,+,37,132,1,0,0,0
71,-,61,10,0,1,0,0
8,*,21,168,0,0,1,0
12,/,37,0.324324324,0,0,0,1
62,+,1,63,1,0,0,0
97,-,53,44,0,1,0,0
39,*,4,156,0,0,1,0
58,/,10,5.8,0,0,0,1
55,+,72,127,1,0,0,0
27,-,92,-65,0,1,0,0
49,*,93,4557,0,0,1,0
35,/,91,0.384615385,0,0,0,1
95,+,49,144,1,0,0,0
8,-,48,-40,0,1,0,0
47,*,70,3290,0,0,1,0
56,/,50,1.12,0,0,0,1
40,+,79,119,1,0,0,0
80,-,86,-6,0,1,0,0
0,*,52,0,0,0,1,0
81,/,86,0.941860465,0,0,0,1
29,+,22,51,1,0,0,0
45,-,11,34,0,1,0,0
96,*,99,9504,0,0,1,0
47,/,38,1.236842105,0,0,0,1
97,+,98,195,1,0,0,0
99,-,84,15,0,1,0,0
70,*,41,2870,0,0,1,0
54,/,10,5.4,0,0,0,1
91,+,97,188,1,0,0,0
42,-,89,-47,0,1,0,0
1,*,66,66,0,0,1,0
79,/,31,2.548387097,0,0,0,1
45,+,87,132,1,0,0,0
1,-,15,-14,0,1,0,0
79,*,22,1738,0,0,1,0
49,/,9,5.444444444,0,0,0,1
80,+,22,102,1,0,0,0
81,-,82,-1,0,1,0,0
68,*,21,1428,0,0,1,0
96,/,81,1.185185185,0,0,0,1
58,+,70,128,1,0,0,0
71,-,61,10,0,1,0,0
93,*,1,93,0,0,1,0
99,/,16,6.1875,0,0,0,1
78,+,28,106,1,0,0,0
40,-,6,34,0,1,0,0
1,*,73,73,0,0,1,0
74,/,96,0.770833333,0,0,0,1
31,+,27,58,1,0,0,0
65,-,22,43,0,1,0,0
48,*,16,768,0,0,1,0
69,/,78,0.884615385,0,0,0,1
96,+,79,175,1,0,0,0
7,-,82,-75,0,1,0,0
43,*,1,43,0,0,1,0
96,/,62,1.548387097,0,0,0,1
65,+,32,97,1,0,0,0
95,-,4,91,0,1,0,0
38,*,25,950,0,0,1,0
57,/,52,1.096153846,0,0,0,1
16,+,96,112,1,0,0,0
92,-,1,91,0,1,0,0
4,*,53,212,0,0,1,0
70,/,58,1.206896552,0,0,0,1
24,+,87,111,1,0,0,0
71,-,94,-23,0,1,0,0
45,*,12,540,0,0,1,0
96,/,58,1.655172414,0,0,0,1
44,+,79,123,1,0,0,0
73,-,96,-23,0,1,0,0
17,*,69,1173,0,0,1,0
37,/,11,3.363636364,0,0,0,1
49,+,51,100,1,0,0,0
61,-,82,-21,0,1,0,0
92,*,46,4232,0,0,1,0
66,/,94,0.70212766,0,0,0,1
51,+,24,75,1,0,0,0
9,-,46,-37,0,1,0,0
25,*,67,1675,0,0,1,0
99,/,9,11,0,0,0,1
79,+,56,135,1,0,0,0
25,-,8,17,0,1,0,0
95,*,33,3135,0,0,1,0
61,/,27,2.259259259,0,0,0,1
65,+,82,147,1,0,0,0
53,-,3,50,0,1,0,0
85,*,52,4420,0,0,1,0
23,/,40,0.575,0,0,0,1
58,+,29,87,1,0,0,0
46,-,89,-43,0,1,0,0
9,*,93,837,0,0,1,0
48,/,75,0.64,0,0,0,1
31,+,99,130,1,0,0,0
99,-,74,25,0,1,0,0
8,*,55,440,0,0,1,0
93,/,1,93,0,0,0,1
23,+,69,92,1,0,0,0
42,-,75,-33,0,1,0,0
81,*,2,162,0,0,1,0
93,/,54,1.722222222,0,0,0,1
80,+,59,139,1,0,0,0
88,-,70,18,0,1,0,0
31,*,14,434,0,0,1,0
30,/,40,0.75,0,0,0,1
79,+,45,124,1,0,0,0
8,-,83,-75,0,1,0,0
83,*,63,5229,0,0,1,0
62,/,81,0.765432099,0,0,0,1
67,+,71,138,1,0,0,0
3,-,26,-23,0,1,0,0
21,*,98,2058,0,0,1,0
82,/,72,1.138888889,0,0,0,1
72,+,3,75,1,0,0,0
99,-,87,12,0,1,0,0
93,*,8,744,0,0,1,0
49,/,84,0.583333333,0,0,0,1
2,+,90,92,1,0,0,0
11,-,78,-67,0,1,0,0
38,*,44,1672,0,0,1,0
49,/,63,0.777777778,0,0,0,1
79,+,18,97,1,0,0,0
29,-,32,-3,0,1,0,0
85,*,35,2975,0,0,1,0
100,/,39,2.564102564,0,0,0,1
88,+,20,108,1,0,0,0
87,-,12,75,0,1,0,0
39,*,66,2574,0,0,1,0
77,/,28,2.75,0,0,0,1
77,+,8,85,1,0,0,0
58,-,35,23,0,1,0,0
4,*,79,316,0,0,1,0
98,/,75,1.306666667,0,0,0,1
15,+,71,86,1,0,0,0
31,-,53,-22,0,1,0,0
90,*,10,900,0,0,1,0
53,/,61,0.868852459,0,0,0,1
68,+,94,162,1,0,0,0
30,-,31,-1,0,1,0,0
57,*,71,4047,0,0,1,0
40,/,77,0.519480519,0,0,0,1
56,+,82,138,1,0,0,0
51,-,83,-32,0,1,0,0
1,*,2,2,0,0,1,0
11,/,78,0.141025641,0,0,0,1
70,+,54,124,1,0,0,0
96,-,60,36,0,1,0,0
92,*,13,1196,0,0,1,0
75,/,9,8.333333333,0,0,0,1
40,+,64,104,1,0,0,0
13,-,83,-70,0,1,0,0
15,*,59,885,0,0,1,0
87,/,93,0.935483871,0,0,0,1
71,+,89,160,1,0,0,0
37,-,64,-27,0,1,0,0
69,*,14,966,0,0,1,0
29,/,14,2.071428571,0,0,0,1
83,+,77,160,1,0,0,0
83,-,26,57,0,1,0,0
48,*,79,3792,0,0,1,0
69,/,74,0.932432432,0,0,0,1
67,+,95,162,1,0,0,0
61,-,76,-15,0,1,0,0
82,*,39,3198,0,0,1,0
52,/,69,0.753623188,0,0,0,1
15,+,46,61,1,0,0,0
40,-,76,-36,0,1,0,0
91,*,96,8736,0,0,1,0
99,/,49,2.020408163,0,0,0,1
31,+,56,87,1,0,0,0
13,-,25,-12,0,1,0,0
94,*,40,3760,0,0,1,0
72,/,2,36,0,0,0,1
84,+,73,157,1,0,0,0
19,-,95,-76,0,1,0,0
24,*,44,1056,0,0,1,0
61,/,39,1.564102564,0,0,0,1
36,+,89,125,1,0,0,0
50,-,16,34,0,1,0,0
18,*,56,1008,0,0,1,0
10,/,96,0.104166667,0,0,0,1
58,+,48,106,1,0,0,0
96,-,5,91,0,1,0,0
100,*,42,4200,0,0,1,0
64,/,44,1.454545455,0,0,0,1
26,+,40,66,1,0,0,0
7,-,73,-66,0,1,0,0
11,*,99,1089,0,0,1,0
59,/,93,0.634408602,0,0,0,1
48,+,88,136,1,0,0,0
51,-,6,45,0,1,0,0
21,*,64,1344,0,0,1,0
12,/,18,0.666666667,0,0,0,1
93,+,6,99,1,0,0,0
18,-,64,-46,0,1,0,0
48,*,89,4272,0,0,1,0
19,/,64,0.296875,0,0,0,1
72,+,68,140,1,0,0,0
49,-,14,35,0,1,0,0
57,*,33,1881,0,0,1,0
37,/,23,1.608695652,0,0,0,1
73,+,55,128,1,0,0,0
32,-,36,-4,0,1,0,0
62,*,43,2666,0,0,1,0
48,/,30,1.6,0,0,0,1
13,+,76,89,1,0,0,0
8,-,30,-22,0,1,0,0
44,*,16,704,0,0,1,0
63,/,68,0.926470588,0,0,0,1
25,+,83,108,1,0,0,0
91,-,15,76,0,1,0,0
82,*,75,6150,0,0,1,0
20,/,38,0.526315789,0,0,0,1
9,+,59,68,1,0,0,0
59,-,53,6,0,1,0,0
41,*,43,1763,0,0,1,0
13,/,85,0.152941176,0,0,0,1
9,+,92,101,1,0,0,0
30,-,5,25,0,1,0,0
76,*,71,5396,0,0,1,0
76,/,54,1.407407407,0,0,0,1
56,+,58,114,1,0,0,0
85,-,8,77,0,1,0,0
99,*,28,2772,0,0,1,0
83,/,1,83,0,0,0,1
93,+,88,181,1,0,0,0
80,-,17,63,0,1,0,0
36,*,73,2628,0,0,1,0
67,/,58,1.155172414,0,0,0,1
80,+,8,88,1,0,0,0
79,-,67,12,0,1,0,0
1,*,74,74,0,0,1,0
93,/,91,1.021978022,0,0,0,1
24,+,24,48,1,0,0,0
96,-,39,57,0,1,0,0
6,*,50,300,0,0,1,0
51,/,36,1.416666667,0,0,0,1
78,+,50,128,1,0,0,0
24,-,32,-8,0,1,0,0
91,*,2,182,0,0,1,0
6,/,84,0.071428571,0,0,0,1
34,+,82,116,1,0,0,0
67,-,51,16,0,1,0,0
76,*,32,2432,0,0,1,0
90,/,6,15,0,0,0,1
82,+,31,113,1,0,0,0
35,-,45,-10,0,1,0,0
29,*,10,290,0,0,1,0
56,/,92,0.608695652,0,0,0,1
43,+,23,66,1,0,0,0
71,-,72,-1,0,1,0,0
18,*,85,1530,0,0,1,0
89,/,34,2.617647059,0,0,0,1
59,+,49,108,1,0,0,0
11,-,86,-75,0,1,0,0
100,*,31,3100,0,0,1,0
61,/,71,0.85915493,0,0,0,1
84,+,14,98,1,0,0,0
3,-,14,-11,0,1,0,0
23,*,77,1771,0,0,1,0
18,/,6,3,0,0,0,1
12,+,25,37,1,0,0,0
79,-,100,-21,0,1,0,0
2,*,26,52,0,0,1,0
8,/,96,0.083333333,0,0,0,1
31,+,39,70,1,0,0,0
61,-,22,39,0,1,0,0
43,*,61,2623,0,0,1,0
62,/,31,2,0,0,0,1
32,+,48,80,1,0,0,0
87,-,27,60,0,1,0,0
53,*,43,2279,0,0,1,0
48,/,28,1.714285714,0,0,0,1
95,+,82,177,1,0,0,0
69,-,19,50,0,1,0,0
98,*,99,9702,0,0,1,0
83,/,17,4.882352941,0,0,0,1
98,+,93,191,1,0,0,0
56,-,90,-34,0,1,0,0
40,*,67,2680,0,0,1,0
97,/,3,32.33333333,0,0,0,1
35,+,71,106,1,0,0,0
37,-,8,29,0,1,0,0
44,*,35,1540,0,0,1,0
22,/,63,0.349206349,0,0,0,1
41,+,42,83,1,0,0,0
93,-,6,87,0,1,0,0
37,*,40,1480,0,0,1,0
6,/,91,0.065934066,0,0,0,1
40,+,45,85,1,0,0,0
4,-,80,-76,0,1,0,0
63,*,28,1764,0,0,1,0
40,/,21,1.904761905,0,0,0,1
90,+,61,151,1,0,0,0
19,-,59,-40,0,1,0,0
57,*,79,4503,0,0,1,0
22,/,96,0.229166667,0,0,0,1
79,+,64,143,1,0,0,0
80,-,18,62,0,1,0,0
44,*,45,1980,0,0,1,0
55,/,10,5.5,0,0,0,1
86,+,32,118,1,0,0,0
68,-,48,20,0,1,0,0
29,*,99,2871,0,0,1,0
71,/,12,5.916666667,0,0,0,1
56,+,45,101,1,0,0,0
59,-,22,37,0,1,0,0
94,*,61,5734,0,0,1,0
30,/,70,0.428571429,0,0,0,1
19,+,3,22,1,0,0,0
66,-,42,24,0,1,0,0
91,*,63,5733,0,0,1,0
3,/,52,0.057692308,0,0,0,1
6,+,0,6,1,0,0,0
54,-,88,-34,0,1,0,0
91,*,47,4277,0,0,1,0
17,/,12,1.416666667,0,0,0,1
3,+,37,40,1,0,0,0
56,-,42,14,0,1,0,0
5,*,12,60,0,0,1,0
33,/,10,3.3,0,0,0,1
79,+,17,96,1,0,0,0
29,-,1,28,0,1,0,0
16,*,42,672,0,0,1,0
13,/,26,0.5,0,0,0,1
31,+,64,95,1,0,0,0
3,-,28,-25,0,1,0,0
28,*,52,1456,0,0,1,0
94,/,66,1.424242424,0,0,0,1
52,+,18,70,1,0,0,0
7,-,57,-50,0,1,0,0
64,*,18,1152,0,0,1,0
13,/,99,0.131313131,0,0,0,1
35,+,41,76,1,0,0,0
39,-,36,3,0,1,0,0
31,*,91,2821,0,0,1,0
71,/,45,1.577777778,0,0,0,1
36,+,55,91,1,0,0,0
32,-,10,22,0,1,0,0
20,*,14,280,0,0,1,0
74,/,94,0.787234043,0,0,0,1
85,+,62,147,1,0,0,0
24,-,71,-47,0,1,0,0
77,*,54,4158,0,0,1,0
35,/,89,0.393258427,0,0,0,1
7,+,70,77,1,0,0,0
75,-,99,-24,0,1,0,0
93,*,21,1953,0,0,1,0
10,/,4,2.5,0,0,0,1
77,+,56,133,1,0,0,0
24,-,68,-44,0,1,0,0
67,*,64,4288,0,0,1,0
41,/,75,0.546666667,0,0,0,1
19,+,47,66,1,0,0,0
89,-,85,4,0,1,0,0
95,*,82,7790,0,0,1,0
91,/,37,2.459459459,0,0,0,1
57,+,31,88,1,0,0,0
83,-,56,27,0,1,0,0
69,*,27,1863,0,0,1,0
73,/,6,12.16666667,0,0,0,1
45,+,69,114,1,0,0,0
19,-,23,-4,0,1,0,0
24,*,35,840,0,0,1,0
35,/,99,0.353535354,0,0,0,1
63,+,27,90,1,0,0,0
10,-,10,0,0,1,0,0
91,*,85,7735,0,0,1,0
43,/,18,2.388888889,0,0,0,1
5,+,23,28,1,0,0,0
78,-,100,-22,0,1,0,0
71,*,50,3550,0,0,1,0
75,/,90,0.833333333,0,0,0,1
13,+,37,50,1,0,0,0
74,-,13,61,0,1,0,0
78,*,8,624,0,0,1,0
31,/,50,0.62,0,0,0,1
23,+,90,113,1,0,0,0
17,-,58,-41,0,1,0,0
45,*,38,1710,0,0,1,0
40,/,75,0.533333333,0,0,0,1
10,+,49,59,1,0,0,0
31,-,68,-37,0,1,0,0
77,*,18,1386,0,0,1,0
20,/,96,0.208333333,0,0,0,1
34,+,90,124,1,0,0,0
59,-,16,43,0,1,0,0
84,*,24,2016,0,0,1,0
91,/,70,1.3,0,0,0,1
8,+,64,72,1,0,0,0
50,-,51,-1,0,1,0,0
14,*,2,28,0,0,1,0
19,/,36,0.527777778,0,0,0,1
83,+,52,135,1,0,0,0
76,-,40,36,0,1,0,0
48,*,37,1776,0,0,1,0
54,/,47,1.14893617,0,0,0,1
99,+,82,181,1,0,0,0
67,-,71,-4,0,1,0,0
26,*,43,1118,0,0,1,0
100,/,81,1.234567901,0,0,0,1
93,+,19,112,1,0,0,0
35,-,28,7,0,1,0,0
5,*,41,205,0,0,1,0
13,/,38,0.342105263,0,0,0,1
73,+,69,142,1,0,0,0
29,-,40,-11,0,1,0,0
85,*,94,7990,0,0,1,0
47,/,75,0.626666667,0,0,0,1
35,+,72,107,1,0,0,0
100,-,42,58,0,1,0,0
8,*,45,360,0,0,1,0
76,/,81,0.938271605,0,0,0,1
35,+,63,98,1,0,0,0
44,-,60,-16,0,1,0,0
44,*,49,2156,0,0,1,0
28,/,92,0.304347826,0,0,0,1
100,+,52,152,1,0,0,0
58,-,50,8,0,1,0,0
78,*,7,546,0,0,1,0
81,/,76,1.065789474,0,0,0,1
35,+,52,87,1,0,0,0
34,-,11,23,0,1,0,0
87,*,41,3567,0,0,1,0
41,/,59,0.694915254,0,0,0,1
63,+,8,71,1,0,0,0
34,-,72,-38,0,1,0,0
75,*,17,1275,0,0,1,0
36,/,11,3.272727273,0,0,0,1
48,+,12,60,1,0,0,0
62,-,99,-37,0,1,0,0
57,*,20,1140,0,0,1,0
58,/,60,0.966666667,0,0,0,1
78,+,55,133,1,0,0,0
94,-,66,28,0,1,0,0
80,*,16,1280,0,0,1,0
73,/,40,1.825,0,0,0,1
23,+,42,65,1,0,0,0
60,-,64,-4,0,1,0,0
26,*,79,2054,0,0,1,0
35,+,32,67,1,0,0,0
17,-,76,-59,0,1,0,0
66,*,48,3168,0,0,1,0
28,/,78,0.358974359,0,0,0,1
62,+,63,125,1,0,0,0
43,-,52,-9,0,1,0,0
19,*,75,1425,0,0,1,0
92,/,78,1.179487179,0,0,0,1
88,+,30,118,1,0,0,0
46,-,59,-13,0,1,0,0
82,*,14,1148,0,0,1,0
97,/,29,3.344827586,0,0,0,1
100,+,57,157,1,0,0,0
24,-,73,-49,0,1,0,0
66,*,14,924,0,0,1,0
33,/,71,0.464788732,0,0,0,1
31,+,43,74,1,0,0,0
9,-,54,-45,0,1,0,0
95,*,80,7600,0,0,1,0
56,/,87,0.643678161,0,0,0,1
2,+,27,29,1,0,0,0
33,-,84,-51,0,1,0,0
9,*,86,774,0,0,1,0
15,/,68,0.220588235,0,0,0,1
52,+,47,99,1,0,0,0
59,-,85,-26,0,1,0,0
27,*,65,1755,0,0,1,0
27,/,9,3,0,0,0,1
89,+,86,175,1,0,0,0
11,-,9,2,0,1,0,0
86,*,97,8342,0,0,1,0
77,/,81,0.950617284,0,0,0,1
3,+,89,92,1,0,0,0
86,-,73,13,0,1,0,0
93,*,64,5952,0,0,1,0
90,/,6,15,0,0,0,1
77,+,58,135,1,0,0,0
58,-,63,-5,0,1,0,0
4,*,53,212,0,0,1,0
95,/,70,1.357142857,0,0,0,1
18,+,11,29,1,0,0,0
31,-,80,-49,0,1,0,0
73,*,96,7008,0,0,1,0
69,/,71,0.971830986,0,0,0,1
24,+,8,32,1,0,0,0
51,-,67,-16,0,1,0,0
31,*,84,2604,0,0,1,0
2,/,64,0.03125,0,0,0,1
6,+,28,34,1,0,0,0
84,-,38,46,0,1,0,0
61,*,6,366,0,0,1,0
25,/,98,0.255102041,0,0,0,1
60,+,40,100,1,0,0,0
94,-,13,81,0,1,0,0
73,*,51,3723,0,0,1,0
21,/,77,0.272727273,0,0,0,1
72,+,73,145,1,0,0,0
83,-,8,75,0,1,0,0
9,*,72,648,0,0,1,0
69,/,42,1.642857143,0,0,0,1
30,+,80,110,1,0,0,0
27,-,44,-17,0,1,0,0
61,*,69,4209,0,0,1,0
89,/,38,2.342105263,0,0,0,1
55,+,97,152,1,0,0,0
2,-,46,-44,0,1,0,0
62,*,97,6014,0,0,1,0
21,/,72,0.291666667,0,0,0,1
60,+,89,149,1,0,0,0
5,-,88,-83,0,1,0,0
82,*,20,1640,0,0,1,0
66,/,49,1.346938776,0,0,0,1
82,+,86,168,1,0,0,0
94,-,14,80,0,1,0,0
94,*,37,3478,0,0,1,0
66,/,99,0.666666667,0,0,0,1
95,+,41,136,1,0,0,0
36,-,97,-61,0,1,0,0
100,*,60,6000,0,0,1,0
27,/,14,1.928571429,0,0,0,1
2,+,9,11,1,0,0,0
74,-,1,73,0,1,0,0
87,*,68,5916,0,0,1,0
68,/,31,2.193548387,0,0,0,1
10,+,97,107,1,0,0,0
41,-,58,-17,0,1,0,0
70,*,22,1540,0,0,1,0
13,/,30,0.433333333,0,0,0,1
80,+,90,170,1,0,0,0
21,-,89,-68,0,1,0,0
42,*,94,3948,0,0,1,0
59,/,14,4.214285714,0,0,0,1
18,+,58,76,1,0,0,0
41,-,24,17,0,1,0,0
80,*,64,5120,0,0,1,0
88,/,43,2.046511628,0,0,0,1
58,+,47,105,1,0,0,0
15,-,50,-35,0,1,0,0
23,*,86,1978,0,0,1,0
21,/,87,0.24137931,0,0,0,1
2,+,25,27,1,0,0,0
92,-,67,25,0,1,0,0
2,*,27,54,0,0,1,0
9,/,36,0.25,0,0,0,1
32,+,2,34,1,0,0,0
52,-,38,14,0,1,0,0
40,*,6,240,0,0,1,0
36,/,57,0.631578947,0,0,0,1
49,+,55,104,1,0,0,0
67,-,94,-27,0,1,0,0
22,*,50,1100,0,0,1,0
59,/,21,2.80952381,0,0,0,1
95,+,17,112,1,0,0,0
54,-,78,-24,0,1,0,0
63,*,98,6174,0,0,1,0
39,/,85,0.458823529,0,0,0,1
53,+,60,113,1,0,0,0
27,-,12,15,0,1,0,0
48,*,92,4416,0,0,1,0
83,/,78,1.064102564,0,0,0,1
53,+,81,134,1,0,0,0
39,-,60,-21,0,1,0,0
25,*,25,625,0,0,1,0
85,/,91,0.934065934,0,0,0,1
48,+,63,111,1,0,0,0
23,-,75,-52,0,1,0,0
47,*,51,2397,0,0,1,0
68,/,100,0.68,0,0,0,1
5,+,45,50,1,0,0,0
50,-,66,-16,0,1,0,0
55,*,79,4345,0,0,1,0
87,/,19,4.578947368,0,0,0,1
42,+,34,76,1,0,0,0
44,-,56,-12,0,1,0,0
46,*,14,644,0,0,1,0
45,/,14,3.214285714,0,0,0,1
13,+,69,82,1,0,0,0
39,-,94,-55,0,1,0,0
56,*,61,3416,0,0,1,0
68,/,87,0.781609195,0,0,0,1
79,+,37,116,1,0,0,0
14,-,99,-85,0,1,0,0
9,*,58,522,0,0,1,0
85,/,33,2.575757576,0,0,0,1
96,+,14,110,1,0,0,0
67,-,25,42,0,1,0,0
16,*,24,384,0,0,1,0
14,/,58,0.24137931,0,0,0,1
58,+,74,132,1,0,0,0
27,-,92,-65,0,1,0,0
35,*,42,1470,0,0,1,0
10,/,80,0.125,0,0,0,1
51,+,67,118,1,0,0,0
23,-,65,-42,0,1,0,0
81,*,60,4860,0,0,1,0
43,/,52,0.826923077,0,0,0,1
6,+,29,35,1,0,0,0
30,-,67,-37,0,1,0,0
22,*,42,924,0,0,1,0
2,/,45,0.044444444,0,0,0,1
32,+,7,39,1,0,0,0
57,-,75,-18,0,1,0,0
79,*,79,6241,0,0,1,0
6,/,69,0.086956522,0,0,0,1
85,+,20,105,1,0,0,0
66,-,82,-16,0,1,0,0
48,*,95,4560,0,0,1,0
87,/,63,1.380952381,0,0,0,1
91,+,54,145,1,0,0,0
20,-,84,-64,0,1,0,0
35,*,46,1610,0,0,1,0
1,/,52,0.019230769,0,0,0,1
35,+,32,67,1,0,0,0
46,-,32,14,0,1,0,0
46,*,38,1748,0,0,1,0
37,/,68,0.544117647,0,0,0,1
50,+,95,145,1,0,0,0
3,-,28,-25,0,1,0,0
1,*,34,34,0,0,1,0
24,/,91,0.263736264,0,0,0,1
64,+,15,79,1,0,0,0
79,-,29,50,0,1,0,0
52,*,100,5200,0,0,1,0
16,/,56,0.285714286,0,0,0,1
89,+,53,142,1,0,0,0
13,-,18,-5,0,1,0,0
18,*,3,54,0,0,1,0
99,/,63,1.571428571,0,0,0,1
71,+,58,129,1,0,0,0
43,-,7,36,0,1,0,0
36,*,19,684,0,0,1,0
100,/,78,1.282051282,0,0,0,1
26,+,64,90,1,0,0,0
26,-,74,-48,0,1,0,0
67,*,67,4489,0,0,1,0
96,/,24,4,0,0,0,1
65,+,75,140,1,0,0,0
71,-,21,50,0,1,0,0
29,*,27,783,0,0,1,0
14,/,56,0.25,0,0,0,1
28,+,78,106,1,0,0,0
84,-,57,27,0,1,0,0
75,*,29,2175,0,0,1,0
20,/,24,0.833333333,0,0,0,1
2,+,38,40,1,0,0,0
94,-,68,26,0,1,0,0
40,*,29,1160,0,0,1,0
64,/,67,0.955223881,0,0,0,1
10,+,22,32,1,0,0,0
56,-,46,10,0,1,0,0
50,*,54,2700,0,0,1,0
68,/,22,3.090909091,0,0,0,1
50,+,63,113,1,0,0,0
88,-,91,-3,0,1,0,0
74,*,40,2960,0,0,1,0
61,/,64,0.953125,0,0,0,1
77,+,99,176,1,0,0,0
63,-,77,-14,0,1,0,0
64,*,59,3776,0,0,1,0
40,/,68,0.588235294,0,0,0,1
77,+,43,120,1,0,0,0
43,-,37,6,0,1,0,0
35,*,73,2555,0,0,1,0
35,/,38,0.921052632,0,0,0,1
65,+,18,83,1,0,0,0
2,-,46,-44,0,1,0,0
21,*,55,1155,0,0,1,0
54,/,63,0.857142857,0,0,0,1
66,+,100,166,1,0,0,0
93,-,18,75,0,1,0,0
75,*,44,3300,0,0,1,0
94,/,29,3.24137931,0,0,0,1
1,+,81,82,1,0,0,0
18,-,42,-24,0,1,0,0
62,*,41,2542,0,0,1,0
67,/,93,0.720430108,0,0,0,1
17,+,4,21,1,0,0,0
100,-,87,13,0,1,0,0
11,*,13,143,0,0,1,0
32,/,69,0.463768116,0,0,0,1
49,+,91,140,1,0,0,0
10,-,45,-35,0,1,0,0
88,*,19,1672,0,0,1,0
67,/,11,6.090909091,0,0,0,1
4,+,99,103,1,0,0,0
27,-,96,-69,0,1,0,0
55,*,40,2200,0,0,1,0
34,/,85,0.4,0,0,0,1
58,+,15,73,1,0,0,0
8,-,63,-55,0,1,0,0
49,*,6,294,0,0,1,0
44,/,47,0.936170213,0,0,0,1
23,+,11,34,1,0,0,0
7,-,15,-8,0,1,0,0
33,*,25,825,0,0,1,0
3,/,76,0.039473684,0,0,0,1
33,+,72,105,1,0,0,0
69,-,77,-8,0,1,0,0
28,*,87,2436,0,0,1,0
13,/,37,0.351351351,0,0,0,1
71,+,28,99,1,0,0,0
99,-,78,21,0,1,0,0
